# Pathway	D_DSS_Abundance
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	68.5453910640
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Escherichia.s__Escherichia_coli	61.0162442692
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|unclassified	7.7228876801
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	67.3714601671
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	53.5635728305
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Escherichia.s__Escherichia_coli	13.9335004186
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	66.2188294820
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	65.5022504972
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	57.3407041999
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)|unclassified	28.9556819998
PWY-7046: 4-coumarate degradation (anaerobic)	52.1260375010
PWY-7046: 4-coumarate degradation (anaerobic)|g__Escherichia.s__Escherichia_coli	25.8481587286
PWY-7046: 4-coumarate degradation (anaerobic)|unclassified	15.9425044808
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	50.6792333958
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	36.1931535564
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	49.8497180679
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|g__Escherichia.s__Escherichia_coli	24.9359632271
GLUCARDEG-PWY: D-glucarate degradation I	49.4315305230
GLUCARDEG-PWY: D-glucarate degradation I|g__Escherichia.s__Escherichia_coli	28.8086043676
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	7.0727073222
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	48.0498958994
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III|g__Escherichia.s__Escherichia_coli	12.9911392293
PWY-6731: starch degradation III	47.3081901098
PWY-6731: starch degradation III|unclassified	29.6137128578
PWY-6731: starch degradation III|g__Escherichia.s__Escherichia_coli	9.7039920861
PWY-4321: L-glutamate degradation IV	47.2427229459
PWY-4321: L-glutamate degradation IV|g__Lactobacillus.s__Lactobacillus_reuteri	24.5285243790
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	46.9787083466
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Escherichia.s__Escherichia_coli	19.6342963087
PWY-5723: Rubisco shunt	41.8877984874
PWY-5723: Rubisco shunt|unclassified	41.3987877078
PWY-5656: mannosylglycerate biosynthesis I	41.7765008599
PWY-5656: mannosylglycerate biosynthesis I|unclassified	27.5403520530
PWY-7003: glycerol degradation to butanol	41.6353595672
PWY-7003: glycerol degradation to butanol|unclassified	6.2588487934
PWY-2723: trehalose degradation V	40.5977587798
PWY-2723: trehalose degradation V|unclassified	29.2448498448
PWY-2723: trehalose degradation V|g__Escherichia.s__Escherichia_coli	7.3445048168
PWY3O-355: stearate biosynthesis III (fungi)	40.3303112651
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	37.4319703795
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	37.4319703795
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	34.7177917664
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)|g__Lactobacillus.s__Lactobacillus_reuteri	19.2088195317
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)	34.3306435171
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)|unclassified	25.0818264259
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	33.9080364689
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|unclassified	12.7831616662
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	32.7239674984
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Escherichia.s__Escherichia_coli	27.9665475171
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	30.9560994546
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)|g__Escherichia.s__Escherichia_coli	21.5023216994
PWY-5367: petroselinate biosynthesis	29.2177413359
PWY-5367: petroselinate biosynthesis|g__Escherichia.s__Escherichia_coli	18.1201579656
PWY-6588: pyruvate fermentation to acetone	28.8924733754
PWY-6588: pyruvate fermentation to acetone|unclassified	2.3002908368
P23-PWY: reductive TCA cycle I	28.6672795121
P23-PWY: reductive TCA cycle I|unclassified	28.3625949811
REDCITCYC: TCA cycle VIII (helicobacter)	28.0006590575
REDCITCYC: TCA cycle VIII (helicobacter)|unclassified	23.9748440274
PWY-5173: superpathway of acetyl-CoA biosynthesis	26.6367275979
PWY-5173: superpathway of acetyl-CoA biosynthesis|unclassified	23.6965319728
METHGLYUT-PWY: superpathway of methylglyoxal degradation	26.4995532262
METHGLYUT-PWY: superpathway of methylglyoxal degradation|unclassified	6.6544597962
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	24.5215729333
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Escherichia.s__Escherichia_coli	17.7691791411
PWY-922: mevalonate pathway I	24.5137507591
PWY-922: mevalonate pathway I|g__Lactobacillus.s__Lactobacillus_reuteri	16.5885219466
PWY1G-0: mycothiol biosynthesis	23.2973734761
P562-PWY: myo-inositol degradation I	21.7976285853
P562-PWY: myo-inositol degradation I|unclassified	20.5815768713
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	21.4797208884
PWY-5392: reductive TCA cycle II	21.0406424403
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	19.5075608783
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	13.2411333187
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|unclassified	7.8704713817
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	19.5075608783
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	13.2411333187
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|unclassified	7.8704713817
RUMP-PWY: formaldehyde oxidation I	19.3404925125
RUMP-PWY: formaldehyde oxidation I|unclassified	18.6126994446
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	17.2948651743
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	7.5601444363
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)|unclassified	3.6073073342
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)	15.4047848938
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	6.6692299973
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|unclassified	3.4111740110
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	15.4047848938
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	6.6692299973
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|unclassified	3.4111740110
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	15.4047848938
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	6.6692299973
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|unclassified	3.4111740110
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	15.4047848938
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	6.6692299973
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|unclassified	3.4111740110
PWY-7094: fatty acid salvage	15.1942946307
PWY-7094: fatty acid salvage|unclassified	12.2771226359
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	13.1117759214
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|g__Escherichia.s__Escherichia_coli	12.8982989419
AST-PWY: L-arginine degradation II (AST pathway)	11.7465164135
AST-PWY: L-arginine degradation II (AST pathway)|unclassified	11.4165958408
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis	10.6805925741
PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis	10.0195999738
CRNFORCAT-PWY: creatinine degradation I	7.6556116013
CRNFORCAT-PWY: creatinine degradation I|unclassified	7.6556116013
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	5.7614524662
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|unclassified	5.7550090753
PWY-5705: allantoin degradation to glyoxylate III	5.3353966087
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	3.6517659232
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|unclassified	3.4645022401
PWY0-1338: polymyxin resistance	2.8220264623
PWY0-1338: polymyxin resistance|unclassified	2.6964312933
