# Pathway	D_DSS_Coverage
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.0000000000
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	0.0000000000
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Escherichia.s__Escherichia_coli	0.0013285136
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.0000000000
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	0.0000000000
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	0.0000000000
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)|unclassified	0.0000000000
PWY-7046: 4-coumarate degradation (anaerobic)	0.0000000000
PWY-7046: 4-coumarate degradation (anaerobic)|g__Escherichia.s__Escherichia_coli	0.0790238463
PWY-7046: 4-coumarate degradation (anaerobic)|unclassified	0.0000000000
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.0000000000
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	0.0000000000
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.0000000000
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|g__Escherichia.s__Escherichia_coli	0.0004075146
GLUCARDEG-PWY: D-glucarate degradation I	0.0000000000
GLUCARDEG-PWY: D-glucarate degradation I|g__Escherichia.s__Escherichia_coli	0.0701255997
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	0.0000000000
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	0.0000000000
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III|g__Escherichia.s__Escherichia_coli	0.0000364714
PWY-6731: starch degradation III	0.0000000000
PWY-6731: starch degradation III|unclassified	0.0000000000
PWY-6731: starch degradation III|g__Escherichia.s__Escherichia_coli	0.0000001135
PWY-4321: L-glutamate degradation IV	0.0000000000
PWY-4321: L-glutamate degradation IV|g__Lactobacillus.s__Lactobacillus_reuteri	0.8031316491
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.0000000000
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Escherichia.s__Escherichia_coli	0.0056484603
PWY-5723: Rubisco shunt	0.0000000000
PWY-5723: Rubisco shunt|unclassified	0.0000000000
PWY-5656: mannosylglycerate biosynthesis I	0.0000000000
PWY-5656: mannosylglycerate biosynthesis I|unclassified	0.0000000000
PWY-7003: glycerol degradation to butanol	0.0000000000
PWY-7003: glycerol degradation to butanol|unclassified	0.0000000000
PWY-2723: trehalose degradation V	0.0000000000
PWY-2723: trehalose degradation V|unclassified	0.0000000000
PWY-2723: trehalose degradation V|g__Escherichia.s__Escherichia_coli	0.0000000908
PWY3O-355: stearate biosynthesis III (fungi)	0.0000000000
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0.0000000000
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	0.0000000000
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0.0000000000
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)|g__Lactobacillus.s__Lactobacillus_reuteri	0.3935834669
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)	0.0000000000
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)|unclassified	0.0000000000
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	0.0000000000
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|unclassified	0.0000000000
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	0.0000000000
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Escherichia.s__Escherichia_coli	0.0253333307
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0.0000000000
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)|g__Escherichia.s__Escherichia_coli	0.0105899044
PWY-5367: petroselinate biosynthesis	0.0000000000
PWY-5367: petroselinate biosynthesis|g__Escherichia.s__Escherichia_coli	0.0054044457
PWY-6588: pyruvate fermentation to acetone	0.0000000000
PWY-6588: pyruvate fermentation to acetone|unclassified	0.0000000000
P23-PWY: reductive TCA cycle I	0.0000000000
P23-PWY: reductive TCA cycle I|unclassified	0.0000000000
REDCITCYC: TCA cycle VIII (helicobacter)	0.0000000000
REDCITCYC: TCA cycle VIII (helicobacter)|unclassified	0.0000000000
PWY-5173: superpathway of acetyl-CoA biosynthesis	0.0000000000
PWY-5173: superpathway of acetyl-CoA biosynthesis|unclassified	0.0000000000
METHGLYUT-PWY: superpathway of methylglyoxal degradation	0.0000000000
METHGLYUT-PWY: superpathway of methylglyoxal degradation|unclassified	0.0000000000
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	0.0000000000
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Escherichia.s__Escherichia_coli	0.0001425913
PWY-922: mevalonate pathway I	0.0000000000
PWY-922: mevalonate pathway I|g__Lactobacillus.s__Lactobacillus_reuteri	0.3144436753
PWY1G-0: mycothiol biosynthesis	0.0000000000
P562-PWY: myo-inositol degradation I	0.0000000000
P562-PWY: myo-inositol degradation I|unclassified	0.0000000000
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0.0000000000
PWY-5392: reductive TCA cycle II	0.0000000000
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	0.0000000000
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	0.0001021174
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|unclassified	0.0000000000
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	0.0000000000
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	0.0001021174
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|unclassified	0.0000000000
RUMP-PWY: formaldehyde oxidation I	0.0000000000
RUMP-PWY: formaldehyde oxidation I|unclassified	0.0000000000
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	0.0000000000
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0.0000000540
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)|unclassified	0.0000000000
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)	0.0000000000
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0.0000000450
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|unclassified	0.0000000000
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	0.0000000000
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0.0000000450
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|unclassified	0.0000000000
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	0.0000000000
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0.0000000450
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|unclassified	0.0000000000
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	0.0000000000
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0.0000000450
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|unclassified	0.0000000000
PWY-7094: fatty acid salvage	0.0000000000
PWY-7094: fatty acid salvage|unclassified	0.0000000000
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	0.0000000000
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|g__Escherichia.s__Escherichia_coli	0.0001549860
AST-PWY: L-arginine degradation II (AST pathway)	0.0000000000
AST-PWY: L-arginine degradation II (AST pathway)|unclassified	0.0000000000
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis	0.0000000000
PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis	0.0000000000
CRNFORCAT-PWY: creatinine degradation I	0.0000000000
CRNFORCAT-PWY: creatinine degradation I|unclassified	0.0000000000
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	0.0000000000
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|unclassified	0.0000000000
PWY-5705: allantoin degradation to glyoxylate III	0.0000000000
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0.0000000000
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|unclassified	0.0000000000
PWY0-1338: polymyxin resistance	0.0000000000
PWY0-1338: polymyxin resistance|unclassified	0.0000000000
