# Pathway	DSS_339_Abundance
PWY-7094: fatty acid salvage|g__Escherichia.s__Escherichia_coli	55.6046264216
PWY-7094: fatty acid salvage|unclassified	34.5741520492
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	153.5240846211
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	150.0926159445
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage|unclassified	141.7289974228
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	149.4291137353
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|g__Escherichia.s__Escherichia_coli	111.9329116615
PWY-2941: L-lysine biosynthesis II	147.8599457569
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_murinus	25.1006792262
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	7.9583947676
PWY66-389: phytol degradation	146.4664450932
PWY66-389: phytol degradation|g__Escherichia.s__Escherichia_coli	123.5533481204
PWY66-389: phytol degradation|unclassified	2.9522062009
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	135.7820813002
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Escherichia.s__Escherichia_coli	130.1371919683
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	122.9772611299
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III|g__Escherichia.s__Escherichia_coli	99.0595088234
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	109.0713647280
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	81.9915419386
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism	101.8336965010
PWY-6588: pyruvate fermentation to acetone	98.7896986573
PWY-6588: pyruvate fermentation to acetone|g__Escherichia.s__Escherichia_coli	69.5027842879
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)	98.4751623197
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	74.9248975361
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	98.4751623197
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	74.9248975361
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	98.4751623197
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	74.9248975361
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	98.4751623197
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	74.9248975361
AST-PWY: L-arginine degradation II (AST pathway)	95.6496564720
AST-PWY: L-arginine degradation II (AST pathway)|g__Escherichia.s__Escherichia_coli	91.2775329012
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	91.7191057061
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	90.4592813299
PWY-7392: taxadiene biosynthesis (engineered)	88.6867944829
PWY-6270: isoprene biosynthesis I	81.6408738786
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	80.9267913064
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|g__Escherichia.s__Escherichia_coli	76.7496065683
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|unclassified	3.7556605912
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	78.8496072126
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis|g__Escherichia.s__Escherichia_coli	52.4878151627
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	77.7077531275
ECASYN-PWY: enterobacterial common antigen biosynthesis	68.4695804206
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Escherichia.s__Escherichia_coli	58.3382361812
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	66.4480159489
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis|unclassified	33.3125099925
PWY-622: starch biosynthesis	66.1706967635
PWY-622: starch biosynthesis|unclassified	46.6755721902
PWY0-41: allantoin degradation IV (anaerobic)	63.8856785486
PWY0-41: allantoin degradation IV (anaerobic)|g__Escherichia.s__Escherichia_coli	63.6449841249
P122-PWY: heterolactic fermentation	61.4942083746
P124-PWY: Bifidobacterium shunt	57.8708212302
PWY-6992: 1,5-anhydrofructose degradation	56.8600400693
PWY-6992: 1,5-anhydrofructose degradation|unclassified	45.8210736854
PWY-5705: allantoin degradation to glyoxylate III	56.5693864264
PWY-5705: allantoin degradation to glyoxylate III|g__Escherichia.s__Escherichia_coli	55.1080510024
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	52.6568230804
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|g__Escherichia.s__Escherichia_coli	52.2983542798
P23-PWY: reductive TCA cycle I	49.6878749687
PWY-7385: 1,3-propanediol biosynthesis (engineered)	49.0406578176
PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified	37.1398397923
REDCITCYC: TCA cycle VIII (helicobacter)	48.4327820805
REDCITCYC: TCA cycle VIII (helicobacter)|unclassified	34.4562000969
PWY0-1338: polymyxin resistance	45.0777050836
PWY0-1338: polymyxin resistance|g__Escherichia.s__Escherichia_coli	42.4049097958
PWY-5392: reductive TCA cycle II	42.1605173468
PWY-6071: superpathway of phenylethylamine degradation	38.0317423029
PWY66-201: nicotine degradation IV	34.9201493132
PWY66-201: nicotine degradation IV|unclassified	34.9201493132
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	34.3134321409
PWY-7209: superpathway of pyrimidine ribonucleosides degradation|g__Escherichia.s__Escherichia_coli	32.9347211156
PWY0-321: phenylacetate degradation I (aerobic)	33.6239173922
PWY-5692: allantoin degradation to glyoxylate II	28.9288023685
PWY-5692: allantoin degradation to glyoxylate II|g__Escherichia.s__Escherichia_coli	28.8592119528
URDEGR-PWY: superpathway of allantoin degradation in plants	28.9288023685
URDEGR-PWY: superpathway of allantoin degradation in plants|g__Escherichia.s__Escherichia_coli	28.8592119528
PWY-4321: L-glutamate degradation IV	28.6254463810
PWY-5005: biotin biosynthesis II	28.0218492534
PWY-5005: biotin biosynthesis II|unclassified	26.6273484590
METH-ACETATE-PWY: methanogenesis from acetate	25.2943840754
METH-ACETATE-PWY: methanogenesis from acetate|unclassified	24.1635756677
LACTOSECAT-PWY: lactose and galactose degradation I	24.5262158690
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	21.2842169664
URSIN-PWY: ureide biosynthesis	21.0070832872
URSIN-PWY: ureide biosynthesis|unclassified	14.5717590381
P562-PWY: myo-inositol degradation I	20.2916082719
P562-PWY: myo-inositol degradation I|unclassified	19.5682063158
PWY-5088: L-glutamate degradation VIII (to propanoate)	20.0802106879
PWY-6857: retinol biosynthesis	17.5829538785
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	15.7123666781
PWY-7013: L-1,2-propanediol degradation	14.2007352589
PWY-7013: L-1,2-propanediol degradation|unclassified	13.1209053644
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)	10.9835555848
PWY-6749: CMP-legionaminate biosynthesis I	9.1391716193
PWY-6749: CMP-legionaminate biosynthesis I|unclassified	9.1116291468
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	8.9801817120
PWY-6117: spermine and spermidine degradation I	7.3821086068
PWY-6117: spermine and spermidine degradation I|unclassified	7.0031607157
PWY-6948: sitosterol degradation to androstenedione	6.2077878929
PWY-6948: sitosterol degradation to androstenedione|unclassified	5.8430992366
PWY-6861: the visual cycle I (vertebrates)	4.3274706629
PWY-6861: the visual cycle I (vertebrates)|unclassified	4.3274706629
