# Pathway	D_RCE_plus_DSS_Abundance
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	95.6330367400
PWY-6749: CMP-legionaminate biosynthesis I	86.8912349512
PWY-6749: CMP-legionaminate biosynthesis I|unclassified	51.1851909264
PWY-6749: CMP-legionaminate biosynthesis I|g__Acetatifactor.s__Acetatifactor_muris	8.2217147969
P122-PWY: heterolactic fermentation	84.3531123672
PWY-5838: superpathway of menaquinol-8 biosynthesis I	81.5514562974
PWY-6588: pyruvate fermentation to acetone	80.9436015788
PWY-6588: pyruvate fermentation to acetone|unclassified	64.1928333574
PWY-5840: superpathway of menaquinol-7 biosynthesis	78.2214490263
PWY-6628: superpathway of L-phenylalanine biosynthesis	76.1108604511
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	59.2993128701
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	74.7467668575
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|unclassified	46.1795724916
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	72.8368835082
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified	64.2740195376
PWY-6113: superpathway of mycolate biosynthesis	72.5004883804
PWY-6113: superpathway of mycolate biosynthesis|unclassified	68.7595263612
PWY-5897: superpathway of menaquinol-11 biosynthesis	71.6434198444
PWY-5898: superpathway of menaquinol-12 biosynthesis	71.6434198444
PWY-5899: superpathway of menaquinol-13 biosynthesis	71.6434198444
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	67.4364549301
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)|unclassified	54.4953031071
GLYOXYLATE-BYPASS: glyoxylate cycle	66.4302439722
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	44.9004971802
PWY-5005: biotin biosynthesis II	66.2837426861
PWY-5005: biotin biosynthesis II|unclassified	62.1149513793
KETOGLUCONMET-PWY: ketogluconate metabolism	65.0451938379
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified	32.7556959903
PWY-7385: 1,3-propanediol biosynthesis (engineered)	63.3580065037
PWY-7385: 1,3-propanediol biosynthesis (engineered)|unclassified	47.2564636340
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	62.1544269656
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis|unclassified	61.5603511314
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	57.4498631546
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|unclassified	49.1068491739
PWY-5920: superpathway of heme biosynthesis from glycine	54.8805325386
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	54.8400299105
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	54.4229337855
PWY-5675: nitrate reduction V (assimilatory)	54.4155854200
PWY-5675: nitrate reduction V (assimilatory)|unclassified	14.4210170438
GLUDEG-I-PWY: GABA shunt	51.2964376760
GLUDEG-I-PWY: GABA shunt|unclassified	11.8775474218
GLUDEG-I-PWY: GABA shunt|g__Lactobacillus.s__Lactobacillus_reuteri	8.1871217469
PWY-5022: 4-aminobutanoate degradation V	51.0748765770
PWY-5022: 4-aminobutanoate degradation V|unclassified	12.0264427056
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	47.2492463918
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|unclassified	41.1493114515
ORNDEG-PWY: superpathway of ornithine degradation	44.9311799493
ORNDEG-PWY: superpathway of ornithine degradation|unclassified	18.7707408242
PWY0-1061: superpathway of L-alanine biosynthesis	43.9410642086
PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	16.7592850427
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	43.7235959551
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)	43.3043696643
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)|unclassified	40.2985959889
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	38.9405516130
PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis	38.8778051587
PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis|unclassified	29.2933860915
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	32.5116556703
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	29.4726434856
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	29.3578112540
PWY-622: starch biosynthesis	28.5544657780
PWY-5863: superpathway of phylloquinol biosynthesis	27.7262094444
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	25.0901258804
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|unclassified	25.0000419008
P23-PWY: reductive TCA cycle I	24.9172016787
P23-PWY: reductive TCA cycle I|unclassified	24.7166983813
PWY-5088: L-glutamate degradation VIII (to propanoate)	24.5739174401
PWY-5088: L-glutamate degradation VIII (to propanoate)|unclassified	24.5373382866
REDCITCYC: TCA cycle VIII (helicobacter)	24.5025431996
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	24.3577906399
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|unclassified	24.2297852429
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	24.3018701524
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	24.3018701524
PWY-5845: superpathway of menaquinol-9 biosynthesis	22.5348882113
PWY-5850: superpathway of menaquinol-6 biosynthesis I	22.5348882113
PWY-5896: superpathway of menaquinol-10 biosynthesis	22.5348882113
PWY3O-355: stearate biosynthesis III (fungi)	22.2618457559
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	22.1724693159
PWY-7196: superpathway of pyrimidine ribonucleosides salvage|unclassified	22.1234252783
GLYCOCAT-PWY: glycogen degradation I (bacterial)	22.1199807654
GLYCOCAT-PWY: glycogen degradation I (bacterial)|unclassified	22.0115025133
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	21.5314055106
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	21.0619390058
PWY-4321: L-glutamate degradation IV	21.2593214284
PWY-4321: L-glutamate degradation IV|g__Lactobacillus.s__Lactobacillus_reuteri	9.0520686277
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	20.1485767283
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Escherichia.s__Escherichia_coli	13.7715921248
PWY-5723: Rubisco shunt	19.5444163937
PWY-5723: Rubisco shunt|unclassified	19.4584249215
CRNFORCAT-PWY: creatinine degradation I	19.3572205150
CRNFORCAT-PWY: creatinine degradation I|unclassified	19.3572205150
PWY-6531: mannitol cycle	18.6317773359
PWY-6531: mannitol cycle|unclassified	18.2235902583
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	16.8377310143
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)|unclassified	16.6783652884
P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	16.5028236962
P162-PWY: L-glutamate degradation V (via hydroxyglutarate)|unclassified	15.8616044612
PWY-6876: isopropanol biosynthesis	16.2894521285
PWY-6876: isopropanol biosynthesis|unclassified	16.1240661643
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	16.1922738211
PWY-5392: reductive TCA cycle II	15.6323689334
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	15.5908810711
GALACTARDEG-PWY: D-galactarate degradation I	15.1934472546
GALACTARDEG-PWY: D-galactarate degradation I|unclassified	15.0737559636
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	15.1934472546
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|unclassified	15.0737559636
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	15.0591037603
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	15.0591037603
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	14.8828319543
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified	14.7924084144
PWY0-42: 2-methylcitrate cycle I	14.8756219844
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	14.3321681717
PWY-4702: phytate degradation I	14.0625685578
PWY-4702: phytate degradation I|g__Escherichia.s__Escherichia_coli	9.8975311837
PWY-6992: 1,5-anhydrofructose degradation	13.7685690072
PWY-6992: 1,5-anhydrofructose degradation|unclassified	13.5105055726
GLUCARDEG-PWY: D-glucarate degradation I	13.7087013472
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	13.2118262454
PWY-6731: starch degradation III	13.5428104743
PWY-6731: starch degradation III|unclassified	12.8414646691
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	13.1654194280
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	13.1654194280
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	12.4054830466
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|unclassified	10.2935302029
PWY66-367: ketogenesis	12.2253908676
PWY-5747: 2-methylcitrate cycle II	11.9424678158
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II	11.6606221362
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II|unclassified	11.5872805039
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	11.4592091418
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|unclassified	11.4322135309
PWY-6415: L-ascorbate biosynthesis V	11.3514096469
PWY-6415: L-ascorbate biosynthesis V|unclassified	11.3074766039
PWY-6823: molybdenum cofactor biosynthesis	11.1317755781
PWY-2723: trehalose degradation V	11.0861109358
PWY-2723: trehalose degradation V|unclassified	11.0200783066
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	8.4884344965
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	8.2056999389
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II|unclassified	8.1664893458
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis	7.8420298399
PWY-5656: mannosylglycerate biosynthesis I	6.7432776764
PWY66-201: nicotine degradation IV	6.7104134516
PWY66-201: nicotine degradation IV|unclassified	6.7104134516
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	6.6761500260
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|unclassified	5.0064438431
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	6.6761500260
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|unclassified	5.0064438431
PWY-5367: petroselinate biosynthesis	5.2063905678
PWY-5367: petroselinate biosynthesis|unclassified	5.2024248600
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	4.1269174702
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|unclassified	4.0638531963
PWY-7046: 4-coumarate degradation (anaerobic)	3.9225766254
PWY-7046: 4-coumarate degradation (anaerobic)|unclassified	3.8753981072
