Sample_ID	Control_327	Control_328	Control_330	DSS_334	DSS_339	DSS_treatedp	D_Control	D_DSS	D_RCE	D_RCE+DSS	RCE_318	RCE_319	RCE_322	RCE_plus_DSS_301	RCE_plus_DSS_305	RCE_plus_DSS_313	Start
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.144757	8.63668	0	0	2.08015	0	0.33093	0	0	0	0	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.16155	0.79234	0	0	1.79302	0.266293	0.62067	0.872555	0.563383	0.566803	3.79632	11.2477	0	2.09187
PWY0-1261: anhydromuropeptides recycling|g__Escherichia.s__Escherichia_coli	0	0	0	1.1294	14.5367	0	0	2.97997	0	0.856668	0	0	0	0	0	0	0
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.41542	0	0	1.35645	0	0.0971964	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_sp_ASF502	0.806188	0	0	0	0	0	0	0	0	1.22727	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Escherichia.s__Escherichia_coli	0	0	0	1.12769	8.71384	0	0	1.94519	0	0.298438	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_murinus	1.36702	2.03818	0.223273	0	2.35698	0.138325	0.518609	2.05497	1.1303	1.25371	0.214989	0	0.349021	0	0	0	0.271626
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_reuteri	2.15389	2.88688	2.52882	0	0.257694	0	1.48357	1.59927	1.19829	0.860469	0.558159	1.32001	0.942459	1.31375	0.625968	0.52754	0.276312
PWY0-1296: purine ribonucleosides degradation|unclassified	91.0365	26.6469	46.2804	23.2793	4.79531	5.17707	31.8406	12.1712	21.1338	22.1431	33.1732	45.9603	40.0719	30.7395	59.0205	29.5125	34.5624
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0.655598	8.50341	0	0	2.03782	0	0.216861	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	1.97724	0.861052	1.81593	0	0	0	1.34974	0	0.687602	2.93392	0	0.83112	1.00257	0.791909	1.48384	3.50563	0.787548
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0.469223	7.7733	0	0	1.49167	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0.451035	0	0	0	0.268464	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	4.83683	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	0	0.782921	0	0.439551	1.34646	0.279052	9.13871	0	17.1352	3.11291	0.725802	0	1.34037	2.76202	0.851624	0.385091	5.45432
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.02304	0	9.84404	41.5751	2.13534	2.33696	41.3427	2.56945	12.0477	0	2.20021	0	3.59698	10.3283	2.79375	2.28812
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Clostridium.s__Clostridium_sp_ASF502	0.519127	0	0	0	0	0	0	0	0	1.00908	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.563152	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0.818658	10.5195	0	0	2.7658	0	0.496261	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	2.95898	0	0	0	1.65247	0.716788	0.245548	0.800062	0.610065	0	4.19458	13.335	0	2.36139
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	1.76211	1.95436	1.3788	0	0	0	0.832259	1.63134	0.576837	0.618904	0	0.554113	0.388511	0.929933	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Mucispirillum.s__Mucispirillum_schaedleri	2.81986	4.61725	12.2102	3.23445	1.53077	5.04233	9.46101	0.4726	5.54187	7.82141	12.843	17.633	2.69761	25.7812	17.6849	9.28423	6.17786
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Parabacteroides.s__Parabacteroides_merdae	0	0.507209	0	1.0108	1.00962	0.822093	2.02104	5.04051	2.93078	4.73357	2.36658	0.4619	3.08386	3.75009	0.347141	2.40757	0.723803
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	38.6809	2.68762	12.0958	40.7556	11.1085	18.5492	16.3781	33.8058	22.9233	38.8747	11.6485	11.5912	21.2798	26.3458	31.8034	26.1177	12.2904
PWY0-1338: polymyxin resistance|g__Escherichia.s__Escherichia_coli	0	0	0	0.190752	5.49285	0	0	1.13175	0	0.192872	0	0	0	0	0	0	0
PWY0-1533: methylphosphonate degradation I|g__Escherichia.s__Escherichia_coli	0	0	0	0.44864	12.5803	0	0	3.0266	0	0.928963	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	0	0	0	3.09736	32.0969	0	0	6.68405	0	0.947326	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	1.65363	1.21466	1.73397	5.33433	3.23628	6.38564	3.04169	2.06874	2.0589	7.75365	1.19694	0.860913	1.1074	3.1957	2.07058	6.64604	2.355
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	8.0689	0	0	1.05794	0	0.185169	0	0	0	0	0	0	0
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	0	0	0.387119	1.5734	0.848007	0	1.76298	0	7.30093	2.12312	0	0	0	1.57102	0	2.3839	0.842677
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	0	0	0	0	9.11704	0	0	1.98499	0	0.217634	0	0	0	0	0	0	0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|unclassified	19.7092	16.8314	20.0332	43.7434	13.9964	16.883	18.0459	29.6195	9.55675	30.3013	20.5483	25.9797	8.67212	34.6263	29.7094	34.7253	10.6722
PWY0-321: phenylacetate degradation I (aerobic)|g__Escherichia.s__Escherichia_coli	0	0	0	0.326371	5.48454	0	0	0.773941	0	0.0715764	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	9.04199	0	0	1.65199	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	2.2694	0	0	0	0	5.75582	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Escherichia.s__Escherichia_coli	0	0	0	0.853971	11.0903	0	0	2.61303	0	0.588859	0	0	0	0	0	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.64551	0	0	0	2.07876	0.781988	0	0.589601	0.703789	0	5.14917	15.4259	0	2.62621
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Escherichia.s__Escherichia_coli	0	0	0	0.853971	11.0903	0	0	2.61303	0	0.588859	0	0	0	0	0	0	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.64551	0	0	0	2.07876	0.781988	0	0.589601	0.703789	0	5.14917	15.4259	0	2.62621
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	0	0.5165	1.18124	0	0	0	0.941128	0	0	2.15046	0	0.648487	0	0.648771	0	2.56729	0.569691
PWY66-389: phytol degradation|unclassified	0	0	0	2.06782	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-399: gluconeogenesis III|unclassified	18.0108	10.9818	11.5235	20.3207	19.8261	15.8224	11.6123	22.3598	5.22862	29.9495	6.17163	7.08895	0	17.979	9.89691	12.4609	10.4014
PWY66-400: glycolysis VI (metazoan)|g__Escherichia.s__Escherichia_coli	0	0	0	0.57835	7.64726	0	0	1.92501	0	0.182289	0	0	0	0	0	0	0
PWY66-400: glycolysis VI (metazoan)|unclassified	30.443	24.6358	14.16	18.5082	27.7248	15.5532	22.1348	49.8612	26.8343	60.1762	15.3914	6.06979	11.6045	25.8353	9.66696	11.1052	19.5027
PWY66-409: superpathway of purine nucleotide salvage|g__Escherichia.s__Escherichia_coli	0	0	0	0	7.64334	0	0	1.53541	0	0	0	0	0	0	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Escherichia.s__Escherichia_coli	0	0	0	0.419832	4.43654	0	0	0.665251	0	0	0	0	0	0	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_johnsonii	0	1.36356	0.424521	0	0	0	0.828888	0.861559	1.51207	0	0.477923	0.967853	0	0.60922	0	0	0.279661
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_reuteri	2.53697	2.44519	1.7213	0	0.482994	0	1.25178	1.88632	0.866981	0.56619	0.213572	0	0.211522	0.925601	0.355354	0.206545	0.249458
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	51.699	21.3988	30.2326	33.2816	6.42574	11.7769	24.4226	10.2908	17.6129	43.1945	16.4585	32.206	17.1916	47.6168	51.4508	47.0669	22.8689
PWYG-321: mycolate biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	2.72594	0	0	0	0	6.80827	0
PYRIDNUCSAL-PWY: NAD salvage pathway I|g__Escherichia.s__Escherichia_coli	0	0	0	0.821849	5.89185	0	0	1.721	0	0	0	0	0	0	0	0	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Escherichia.s__Escherichia_coli	0	0	0	0.876623	8.83876	0	0	2.12519	0	0	0	0	0	0	0	0	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|unclassified	8.35646	4.6749	6.39842	13.6917	12.9925	17.7487	10.6081	17.5447	12.3397	21.7941	15.4614	20.0218	9.81663	19.0738	7.51749	14.4948	12.4113
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	8.10089	40.1428	0	0	0	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	3.6373	0	21.5009	46.147	17.5515	8.36696	41.7304	4.15119	21.6238	0	6.18253	0	11.359	12.8593	18.7831	7.05408
RHAMCAT-PWY: L-rhamnose degradation I|g__Escherichia.s__Escherichia_coli	0	0	0	1.1232	11.8383	0	0	3.19901	0	0.184881	0	0	0	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	31.268	46.0158	33.0961	64.1461	39.7123	32.3934	33.1315	27.8065	23.2134	30.4529	12.2903	29.8268	11.2705	43.3185	14.5981	59.5614	26.2222
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Escherichia.s__Escherichia_coli	0	0	0	0.843293	7.63889	0	0	2.60294	0	0.333225	0	0	0	0	0	0	0
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	5.34167	6.41029	7.17482	18.0149	8.48772	10.3038	10.5638	5.84544	6.2943	20.6375	10.0544	10.341	0	10.7953	4.40056	16.7959	11.1378
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	0	0	0	1.34447	15.0455	0	0	3.076	0	0.926603	0	0	0	0	0	0	0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	8.81103	4.22554	5.39195	0	0	0	1.25434	1.23193	1.16329	7.52802	1.89519	2.70424	0	8.94935	6.99992	10.8372	2.11785
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0.407811	5.96488	0	0	1.079	0	0.164124	0	0	0	0	0	0	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	3.43065	0	0	0	0.894351	0.394545	0	0.442651	0.246427	1.28035	3.36922	10.0083	0	1.77264
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	48.9626	67.3415	58.4302	115.677	67.1976	63.1808	64.952	47.3387	41.457	45.7386	17.2327	46.2553	14.9365	72.568	26.782	93.5429	57.4877
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Escherichia.s__Escherichia_coli	0	0	0	1.22137	12.7356	0	0	2.46892	0	0.48557	0	0	0	0.187315	0	0	0
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63823	0	0
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.55939	9.06535	0	0	2.35582	0	0.21313	0	0	0	0	0	0	0
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0222	0	0
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Escherichia.s__Escherichia_coli	0	0	0	0.751745	11.3067	0	0	2.11601	0	0.177846	0	0	0	0	0	0	0
TCA: TCA cycle I (prokaryotic)|g__Escherichia.s__Escherichia_coli	0	0	0	0.974119	12.7448	0	0	2.17099	0	0.210216	0	0	0	0	0	0	0
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified	0	0.685011	0	0	2.99291	0	0	0	0	2.58438	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0.700962	9.35509	0	0	2.04709	0	0.258658	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	2.31933	0.382469	0	0	1.16258	0	0.283844	0.448926	0.470253	0.640046	3.9507	12.4713	0	1.72663
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	1.90017	1.67813	1.62346	0	0	0	1.057	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	17.3113	10.8945	10.337	18.4935	7.59101	3.40025	11.3531	8.81124	5.4308	18.9868	4.99057	12.954	9.9807	22.9904	17.3073	33.5517	16.4188
TRNA-CHARGING-PWY: tRNA charging|unclassified	179.235	149.661	108.162	264.278	114.588	117.308	153.453	197.26	266.402	179.053	191.973	202.302	270.839	209.957	170.657	226.607	211.4
TRPSYN-PWY: L-tryptophan biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.18318	0	6.2906	29.7682	0	2.17812	29.7509	4.41202	27.943	0	1.09789	0	1.51115	8.54194	1.085	1.21535
TRPSYN-PWY: L-tryptophan biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	5.47811	0	0	1.07859	0	0.246537	0	0	0	0	0	0	0
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified	4.36628	0	1.73524	9.47042	4.46166	8.31153	5.35476	7.12409	3.43032	11.4356	6.96891	5.60407	3.68522	8.11645	6.46129	9.5976	5.02186
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0	0	0	0.466446	9.9172	0	0	1.71445	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0.547437	7.7016	0	0	1.97341	0	0.394701	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	5.11234	0.897256	0	0	3.415	2.12492	0.815623	0.876055	1.1724	3.25002	5.43642	21.1056	0	3.01489
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_johnsonii	6.45595	4.8001	1.57967	0	0.392478	0	1.86894	1.546	3.18077	0.531314	0.550581	2.11899	0.460795	1.4769	0.634748	0	1.15994
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	3.26684	2.34479	1.87428	0	0.581111	0	1.35202	1.58635	0.682609	0.980234	0	0.411911	0.617526	1.12882	0.510441	0.215034	0.184428
UNINTEGRATED|g__Alistipes.s__Alistipes_indistinctus	0	0	0	964.297	0	0	0	270.421	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	5015.03	1877.54	3503.96	0	0	0	2419.32	0	0	0	0	0	0	0	0	0	1470.1
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	7688.13	10984.1	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	0	4327.46	0	9898.63	6910.39	3841.02	13264.6	7587.68	28007.6	8390.96	9750.18	0	15336.9	6411.12	4167.35	6296.08	11282.5
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	2685.39	2463.46	0	16681.7	8036.49	6731.07	5002.92	15815.6	12633.1	9246.92	5446.88	0	3900.56	6129.92	4886.65	8444.74	5992.04
UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens	0	3501.63	0	18329.7	36468.8	8097.27	6726.11	37365.8	8228.16	29084.9	0	7186.88	0	7647.82	12195.1	9894.1	6032.7
UNINTEGRATED|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	46.0159	0	0	0	0	0	0	0	0	0	12.584	0	0	54.1739
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_ASF502	10403.2	0	0	0	0	0	0	0	0	4318.08	0	0	0	0	0	0	0
UNINTEGRATED|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6080.42	0	0
UNINTEGRATED|g__Enterorhabdus.s__Enterorhabdus_caecimuris	41.3292	63.7289	28.7998	58.2518	52.8713	0	125.696	102.894	58.7322	66.6882	62.0815	109.33	0	78.8489	0	46.8069	81.1487
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	0	0	0	4325.32	37496.9	0	0	9506.07	0	2671.81	0	0	0	1357.78	0	0	0
UNINTEGRATED|g__Eubacterium.s__Eubacterium_plexicaudatum	2832	1744.15	8097.46	0	0	0	6370.57	0	1008.25	0	1777.94	3641.8	3189.07	0	0	0	2893.75
UNINTEGRATED|g__Helicobacter.s__Helicobacter_hepaticus	464.41	235.624	288.253	3446.39	569.038	0	347.338	1691.77	563.264	443.209	826.907	541.233	990.586	3991.02	13379.9	278.557	2244.56
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_johnsonii	4218.25	2871.26	1126.12	0	175.871	0	1195.39	784.577	2500.53	429.612	472.399	1314.99	1042.71	1086.54	478.378	0	1013.93
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_murinus	1559.37	1786.17	449.895	413.128	1974.69	187.612	529.419	1309.27	700.751	1106.86	916.122	291.802	233.073	0	67.3469	0	737.022
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri	3140.55	2435.08	1977.25	0	533.692	0	1094.71	1777.8	761.599	992.829	328.318	558.694	475.295	921.082	287.8	200.403	271.634
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_sp_ASF360	4089.57	2241.27	884.749	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Mucispirillum.s__Mucispirillum_schaedleri	1473.64	1777.96	5674.54	2815.73	1021.37	2730.32	3511.01	588.191	2121.72	2660.9	6186.56	8289.79	1549.89	11563.7	8269.27	3876.74	3629.42
UNINTEGRATED|g__Oscillibacter.s__Oscillibacter_sp_1_3	4490.38	0	0	0	0	0	0	0	0	0	0	0	0	0	6654.44	0	0
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_merdae	0	3448.67	0	7924	4545.33	3708.89	4860.62	8624.41	8416.94	6718.65	6821.51	4796.59	8159.9	6654.07	2177.06	6246.76	4933.49
UNINTEGRATED|unclassified	69314.8	44510.7	44943	85009.5	40438.9	46908.6	54769.4	71015.8	57865.2	79560.4	52391.9	65771.5	63654.4	75985.3	66908.4	78394.7	53468.8
VALSYN-PWY: L-valine biosynthesis|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0.266116	0	0	0	0.276525	0	0	0	0	0	0	0	0	0
VALSYN-PWY: L-valine biosynthesis|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	1.99246	0.407625	1.22746	0	0	0	0.272805	0	0	0	0	0	0	0	0	0	0
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.508313	0.431348	0	9.82085	5.06957	4.41899	1.95047	11.1957	7.62332	7.34738	2.47899	0	0.852834	4.34838	2.90074	5.6174	2.93746
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.61807	0	7.7857	13.5482	4.19592	2.84676	10.9345	2.62246	13.1261	0	1.46448	0	2.86744	4.4271	4.15443	2.13754
VALSYN-PWY: L-valine biosynthesis|g__Clostridium.s__Clostridium_sp_ASF502	0.904721	0	0	0	0	0	0	0	0	0.786223	0	0	0	0	0	0	0
VALSYN-PWY: L-valine biosynthesis|g__Dorea.s__Dorea_sp_5_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8174	0	0
VALSYN-PWY: L-valine biosynthesis|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0.099169	0	0.0996369	0	0	0	0	0.290454	0	0.135618	0	0	0	0.120776	0	0	0
VALSYN-PWY: L-valine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	1.15482	8.58793	0	0	2.61645	0	0.263473	0	0	0	0	0	0	0
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_plexicaudatum	0.259912	0.277859	0.841245	0	0	0	0.525937	0	0.331101	0	0	0.225534	0.573461	0	0	0	0.606154
VALSYN-PWY: L-valine biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	0.620876	0.285025	0.48965	13.3364	1.85557	0	0	6.38	2.02806	1.18002	2.5905	1.6502	4.0685	11.5706	34.3245	0.393493	6.57508
VALSYN-PWY: L-valine biosynthesis|g__Mucispirillum.s__Mucispirillum_schaedleri	3.57509	3.93608	14.5796	6.88174	2.68968	5.01847	8.98236	1.08755	5.78318	6.46546	15.4721	20.3651	3.14818	27.3817	20.3878	9.95531	10.1235
VALSYN-PWY: L-valine biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	0	0.788967	0	0.400411	0.954098	0.301843	1.31363	3.76911	2.47261	3.8887	2.03114	0.792256	2.47841	2.95867	0.2455	2.13185	0.715966
VALSYN-PWY: L-valine biosynthesis|unclassified	267.584	144.356	150.003	184.08	63.31	95.4289	160.369	145.057	135.336	178.444	147.714	179.389	157.748	229.14	226.172	210.262	147.731
